# Date: 2017-08-04
# genetable Version: 1.0.0.1
# Notes:This file includes starting and ending ranges for feature = "gene" in the gtf file.
#
# Data Dictionary:
#   variables type description
#   chr character chromosome in genome build GRCh37/hg19
#   strand character DNA strand. values {+,-}
#   gene_id character gene identifier with ENSG prefix
#   gene_name character Gene name
#   agg_start integer 5' start position of the feature in genome build GRCh37/hg19
#   agg_end integer 3' end position of the gene in genome build GRCh37/hg19
#   source comma seprated list annotation sources of transcripts in an aggregation unit
#   type character biotype of the feature
#   merge_count integer number of features joined in aggregation unit
#   agg_size integer length of aggregation unit

chr	strand	gene_id	gene_name	agg_start	agg_end	source	transcript_type	merge_count	agg_size
chr22	+	ENSG00000231576.1	Z95114.3	36568982	36569996	HAVANA	pseudogene	1	1014
chr22	+	ENSG00000237948.1	Z95114.5	36570309	36570870	HAVANA	pseudogene	1	561
chr22	+	ENSG00000225557.1	Z95114.6	36571215	36571902	HAVANA	pseudogene	1	687
chr22	+	ENSG00000237129.1	Z95114.7	36571905	36572574	HAVANA	pseudogene	1	669
chr22	+	ENSG00000229088.1	MTND1P10	36574602	36575433	HAVANA	pseudogene	1	831
chr22	-	ENSG00000100336.13	APOL4	36585172	36600886	HAVANA	protein_coding	1	15714
chr22	-	ENSG00000128335.9	APOL2	36622256	36636e3	HAVANA	protein_coding	1	13744
chr22	+	ENSG00000100342.16	APOL1	36649056	36663576	HAVANA	protein_coding	1	14520
chr22	-	ENSG00000100345.16	MYH9	36677327	36784063	HAVANA	protein_coding	1	106736
chr22	-	ENSG00000266345.1	RN7SL349P	36711989	36712246	ENSEMBL	misc_RNA	1	257
chr22	+	ENSG00000223695.1	RP4-633O19__A.1	36784671	36792562	HAVANA	lincRNA	1	7891
chr22	-	ENSG00000237668.1	RPS15AP38	36817318	36817689	HAVANA	pseudogene	1	371
chr22	-	ENSG00000252575.1	BX470187.1	36834869	36834971	ENSEMBL	miRNA	1	102
chr22	-	ENSG00000252225.1	Y_RNA	36836925	36837015	ENSEMBL	misc_RNA	1	90
chr22	-	ENSG00000228719.1	RP5-1119A7.14	36841445	36850991	HAVANA	lincRNA	1	9546
chr22	-	ENSG00000100348.5	TXN2	36863083	36878077	HAVANA	protein_coding	1	14994
chr22	-	ENSG00000100350.10	FOXRED2	36883237	36903148	HAVANA	protein_coding	1	19911
chr22	-	ENSG00000100353.13	EIF3D	36906897	36925483	HAVANA	protein_coding	1	18586
chr22	-	ENSG00000188078.5	RP5-1119A7.11	36932703	36933651	HAVANA	pseudogene	1	948
chr22	+	ENSG00000229971.1	RP5-1119A7.10	36948212	36948747	HAVANA	antisense	1	535
chr22	-	ENSG00000261675.1	RP5-1119A7.17	36956917	36958962	HAVANA	sense_overlapping	1	2045
chr22	-	ENSG00000166862.6	CACNG2	36959968	37099603	HAVANA	protein_coding	1	139635
chr22	+	ENSG00000234688.1	RP1-293L6.1	37099963	37117517	HAVANA	antisense	1	17554
chr22	-	ENSG00000100360.10	IFT27	37154246	37172300	HAVANA	protein_coding	1	18054
chr22	-	ENSG00000100362.8	PVALB	37196728	37215523	HAVANA	protein_coding	1	18795
chr22	+	ENSG00000234979.1	CITF22-24E5.1	37212370	37215780	HAVANA	antisense	1	3410
chr22	-	ENSG00000183822.2	CTA-833B7.2	37243415	37266483	HAVANA	antisense	1	23068
chr22	+	ENSG00000100365.10	NCF4	37257030	37274057	HAVANA	protein_coding	1	17027
chr22	+	ENSG00000100368.9	CSF2RB	37309670	37336491	HAVANA	protein_coding	1	26821
chr22	+	ENSG00000239056.1	snoU13	37344522	37344599	ENSEMBL	snoRNA	1	77
chr22	-	ENSG00000232254.1	CSF2RBP1	37346571	37349764	HAVANA	pseudogene	1	3193
chr22	+	ENSG00000215403.1	LL22NC01-81G9.3	37361289	37364213	HAVANA	antisense	1	2924
chr22	-	ENSG00000185264.7	TEX33	37387163	37403882	HAVANA	protein_coding	1	16719
chr22	-	ENSG00000128311.9	TST	37406900	37415681	HAVANA	protein_coding	1	8781
chr22	+	ENSG00000252412.1	Y_RNA	37409266	37409360	ENSEMBL	misc_RNA	1	94
chr22	+	ENSG00000128309.12	MPST	37415676	37425863	HAVANA	protein_coding	1	10187
chr22	+	ENSG00000100379.13	KCTD17	37447779	37459430	HAVANA	protein_coding	1	11651
chr22	-	ENSG00000201078.1	RN7SKP214	37451073	37451387	ENSEMBL	misc_RNA	1	314
chr22	-	ENSG00000187045.12	TMPRSS6	37461476	37505603	HAVANA	protein_coding	1	44127
chr22	+	ENSG00000231467.2	RP5-1170K4.7	37476108	37478887	HAVANA	antisense	1	2779
chr22	-	ENSG00000100385.9	IL2RB	37521878	37571094	HAVANA	protein_coding	1	49216
chr22	+	ENSG00000252142.1	AL022314.1	37534064	37534123	ENSEMBL	miRNA	1	59
chr22	+	ENSG00000235237.1	RP1-151B14.6	37562797	37578890	HAVANA	antisense	1	16093
chr22	-	ENSG00000133466.9	C1QTNF6	37576207	37595425	HAVANA	protein_coding	1	19218
chr22	-	ENSG00000183473.5	SSTR3	37600278	37608362	HAVANA	protein_coding	1	8084
chr22	-	ENSG00000226233.1	RP1-151B14.9	37611778	37611931	HAVANA	pseudogene	1	153
chr22	-	ENSG00000128340.10	RAC2	37621301	37640488	HAVANA	protein_coding	1	19187
chr22	-	ENSG00000255594.1	Z82188.1	37621304	37622035	ENSEMBL	pseudogene	1	731
chr22	+	ENSG00000100055.16	CYTH4	37678068	37711382	HAVANA	protein_coding	1	33314
chr22	-	ENSG00000243902.2	RP1-63G5.5	37735624	37823480	HAVANA	sense_overlapping	1	87856
chr22	-	ENSG00000237862.1	RP1-63G5.7	37748230	37750879	HAVANA	lincRNA	1	2649
chr22	-	ENSG00000166897.10	ELFN2	37764e3	37823505	HAVANA	protein_coding	1	59505
chr22	+	ENSG00000272694.1	RP1-63G5.8	37767724	37768898	HAVANA	antisense	1	1174
chr22	-	ENSG00000100060.13	MFNG	37865101	37882439	HAVANA	protein_coding	1	17338
chr22	-	ENSG00000100065.10	CARD10	37886400	37915549	HAVANA	protein_coding	1	29149
chr22	+	ENSG00000225867.1	RP5-1177I5.3	37946033	37947742	HAVANA	antisense	1	1709
chr22	+	ENSG00000128283.6	CDC42EP1	37956454	37965412	HAVANA	protein_coding	1	8958
chr22	-	ENSG00000100079.5	LGALS2	37966255	37978623	HAVANA	protein_coding	1	12368
chr22	+	ENSG00000100083.14	GGA1	38004481	38029571	HAVANA	protein_coding	1	25090
chr22	+	ENSG00000100092.16	SH3BP1	38030661	38062939	HAVANA	protein_coding	1	32278
chr22	-	ENSG00000233360.4	Z83844.1	38037839	38054384	HAVANA	antisense	1	16545
chr22	+	ENSG00000241360.1	PDXP	38054734	38062941	HAVANA	protein_coding	1	8207
chr22	-	ENSG00000241333.2	RN7SL385P	38065473	38065746	ENSEMBL	misc_RNA	1	273
chr22	+	ENSG00000100097.7	LGALS1	38071615	38075813	HAVANA	protein_coding	1	4198
chr22	+	ENSG00000100101.13	NOL12	38077680	38170137	HAVANA	protein_coding	1	92457
chr22	+	ENSG00000100106.15	TRIOBP	38093011	38172563	HAVANA	protein_coding	1	79552
chr22	+	ENSG00000238569.1	snoU13	38181533	38181614	ENSEMBL	snoRNA	1	81
chr22	+	ENSG00000189060.4	H1F0	38201114	38203442	HAVANA	protein_coding	1	2328
chr22	+	ENSG00000100116.12	GCAT	38203912	38213183	HAVANA	protein_coding	1	9271
chr22	+	ENSG00000128310.2	GALR3	38219389	38221502	HAVANA	protein_coding	1	2113
chr22	-	ENSG00000100124.8	ANKRD54	38226862	38245334	HAVANA	protein_coding	1	18472
chr22	-	ENSG00000207945.1	MIR658	38240279	38240378	ENSEMBL	miRNA	1	99
chr22	-	ENSG00000207696.1	MIR659	38243685	38243781	ENSEMBL	miRNA	1	96
chr22	+	ENSG00000100129.13	EIF3L	38244875	38285414	HAVANA	protein_coding	1	40539
chr22	+	ENSG00000207227.1	RNU6-900P	38287354	38287455	ENSEMBL	snRNA	1	101
chr22	+	ENSG00000100139.9	MICALL1	38301664	38338829	HAVANA	protein_coding	1	37165
chr22	-	ENSG00000128346.6	C22orf23	38339528	38349676	HAVANA	protein_coding	1	10148
chr22	+	ENSG00000272582.1	RP5-1039K5.17	38346972	38347785	HAVANA	antisense	1	813
chr22	+	ENSG00000100142.10	POLR2F	38348614	38437922	HAVANA	protein_coding	1	89308
chr22	-	ENSG00000100146.12	SOX10	38366693	38383429	HAVANA	protein_coding	1	16736
chr22	+	ENSG00000264505.1	MIR4534	38384801	38384860	ENSEMBL	miRNA	1	59
chr22	-	ENSG00000222044.1	RP5-1039K5.16	38428172	38430235	HAVANA	antisense	1	2063
chr22	+	ENSG00000273214.1	RP5-1039K5.18	38439237	38439927	HAVANA	lincRNA	1	690
chr22	+	ENSG00000100151.11	PICK1	38452318	38471708	HAVANA	protein_coding	1	19390
chr22	-	ENSG00000233739.1	RP5-1039K5.13	38453187	38469947	HAVANA	antisense	1	16760
chr22	-	ENSG00000100156.6	SLC16A8	38474141	38480100	HAVANA	protein_coding	1	5959
chr22	-	ENSG00000128298.12	BAIAP2L2	38480896	38506677	HAVANA	protein_coding	1	25781
chr22	+	ENSG00000272720.1	CTA-228A9.3	38486134	38487566	HAVANA	lincRNA	1	1432
chr22	-	ENSG00000184381.14	PLA2G6	38507502	38601697	HAVANA	protein_coding	1	94195
chr22	+	ENSG00000185022.7	MAFF	38597889	38612518	HAVANA	protein_coding	1	14629
chr22	-	ENSG00000198792.8	TMEM184B	38615298	38669040	HAVANA	protein_coding	1	53742
chr22	-	ENSG00000256873.1	AL021977.1	38616385	38617120	ENSEMBL	pseudogene	1	735
chr22	+	ENSG00000235246.1	RP1-5O6.5	38627326	38628254	HAVANA	antisense	1	928
chr22	+	ENSG00000241693.2	RN7SL704P	38627726	38627999	ENSEMBL	misc_RNA	1	273
chr22	-	ENSG00000265311.1	AL020993.1	38670345	38670430	ENSEMBL	miRNA	1	85
chr22	-	ENSG00000213923.6	CSNK1E	38686697	38794527	HAVANA	protein_coding	1	107830
chr22	-	ENSG00000244627.1	RP3-449O17.1	38731767	38794934	HAVANA	pseudogene	1	63167
chr22	-	ENSG00000229955.1	RP1-5O6.4	38783923	38784862	HAVANA	sense_intronic	1	939
chr22	+	ENSG00000228620.1	RP3-434P1.6	38820293	38823341	HAVANA	antisense	1	3048
chr22	-	ENSG00000168135.4	KCNJ4	38822332	38851205	HAVANA	protein_coding	1	28873
chr22	+	ENSG00000100196.6	KDELR3	38864067	38879452	HAVANA	protein_coding	1	15385
chr22	-	ENSG00000100201.14	DDX17	38879445	38903665	HAVANA	protein_coding	1	24220
chr22	-	ENSG00000100206.5	DMC1	38914954	38966291	HAVANA	protein_coding	1	51337
chr22	-	ENSG00000224279.2	RP1-199H16.6	38970936	38971436	HAVANA	pseudogene	1	500
chr22	-	ENSG00000184949.11	FAM227A	38974125	39052634	HAVANA	protein_coding	1	78509
chr22	+	ENSG00000100211.6	CBY1	39052641	39069859	HAVANA	protein_coding	1	17218
chr22	-	ENSG00000230912.1	RP3-508I15.10	39062513	39064755	HAVANA	antisense	1	2242
chr22	-	ENSG00000228274.3	RP3-508I15.9	39063590	39077825	HAVANA	antisense	1	14235
chr22	+	ENSG00000100216.4	TOMM22	39077953	39080818	HAVANA	protein_coding	1	2865
chr22	-	ENSG00000100221.6	JOSD1	39081548	39097561	HAVANA	protein_coding	1	16013
chr22	+	ENSG00000100226.11	GTPBP1	39101728	39134304	HAVANA	protein_coding	1	32576
chr22	-	ENSG00000229598.1	PRDX3P1	39118748	39119510	HAVANA	pseudogene	1	762
chr22	+	ENSG00000257034.1	AL021707.2	39127778	39128531	ENSEMBL	pseudogene	1	753
chr22	+	ENSG00000203583.2	AL021707.1	39128914	39129588	ENSEMBL	pseudogene	1	674
chr22	+	ENSG00000244491.1	RP3-508I15.18	39130730	39134770	HAVANA	antisense	1	4040
chr22	-	ENSG00000100242.11	SUN2	39130730	39190148	HAVANA	protein_coding	1	59418
chr22	+	ENSG00000230149.2	RP3-508I15.19	39130735	39134995	HAVANA	antisense	1	4260
chr22	-	ENSG00000273096.1	RP3-508I15.20	39132615	39132797	HAVANA	sense_intronic	1	182
chr22	+	ENSG00000225450.1	RP3-508I15.14	39135008	39145046	HAVANA	antisense	1	10038
chr22	+	ENSG00000272669.1	RP3-508I15.21	39138630	39139120	HAVANA	antisense	1	490
chr22	+	ENSG00000273076.1	RP3-508I15.22	39139500	39139915	HAVANA	antisense	1	415
chr22	-	ENSG00000100246.8	DNAL4	39174513	39190203	HAVANA	protein_coding	1	15690
chr22	-	ENSG00000221890.2	NPTXR	39214457	39239987	HAVANA	protein_coding	1	25530
chr22	-	ENSG00000183741.7	CBX6	39257455	39268319	HAVANA	protein_coding	1	10864
chr22	+	ENSG00000235209.1	CTA-150C2.13	39317232	39320713	HAVANA	lincRNA	1	3481
chr22	+	ENSG00000128383.8	APOBEC3A	39348746	39359188	HAVANA	protein_coding	1	10442
chr22	+	ENSG00000179750.11	APOBEC3B	39378352	39388809	HAVANA	protein_coding	1	10457
chr22	-	ENSG00000249310.2	APOBEC3B-AS1	39387564	39394214	HAVANA	antisense	1	6650
chr22	+	ENSG00000244509.3	APOBEC3C	39410088	39416357	HAVANA	protein_coding	1	6269
chr22	+	ENSG00000243811.3	APOBEC3D	39410368	39429281	HAVANA	protein_coding	1	18913
chr22	+	ENSG00000128394.12	APOBEC3F	39436609	39449915	HAVANA	protein_coding	1	13306
chr22	+	ENSG00000239713.3	APOBEC3G	39436924	39483748	HAVANA	protein_coding	1	46824
chr22	+	ENSG00000259421.1	CTA-150C2.20	39466419	39466676	HAVANA	pseudogene	1	257
chr22	+	ENSG00000225720.2	RP4-742C19.12	39487591	39488860	HAVANA	pseudogene	1	1269
chr22	+	ENSG00000100298.11	APOBEC3H	39493229	39500072	HAVANA	protein_coding	1	6843
chr22	-	ENSG00000100307.8	CBX7	39516172	39548679	HAVANA	protein_coding	1	32507
chr22	-	ENSG00000226024.1	COX5BP7	39516298	39516571	HAVANA	pseudogene	1	273
chr22	+	ENSG00000227009.1	FUNDC2P4	39551530	39551950	HAVANA	pseudogene	1	420
chr22	-	ENSG00000100311.12	PDGFB	39619364	39640756	HAVANA	protein_coding	1	21392
chr22	-	ENSG00000214854.3	AL031590.1	39656865	39657063	ENSEMBL	protein_coding	1	198
chr22	+	ENSG00000224794.1	RP3-333H23.8	39688993	39691568	HAVANA	antisense	1	2575
chr22	-	ENSG00000100316.11	RPL3	39708887	39716394	HAVANA	protein_coding	1	7507
chr22	-	ENSG00000209480.1	SNORD83B	39709824	39709916	ENSEMBL	snoRNA	1	92
chr22	-	ENSG00000209482.1	SNORD83A	39711218	39711312	ENSEMBL	snoRNA	1	94
chr22	-	ENSG00000263764.1	SNORD43	39715055	39715118	ENSEMBL	snoRNA	1	63
chr22	+	ENSG00000100321.10	SYNGR1	39745930	39781593	HAVANA	protein_coding	1	35663
chr22	+	ENSG00000100324.9	TAB1	39795746	39833065	HAVANA	protein_coding	1	37319
chr22	+	ENSG00000128268.11	MGAT3	39853349	39888199	HAVANA	protein_coding	1	34850
chr22	-	ENSG00000227188.1	RP5-1104E15.6	39871812	39872827	HAVANA	antisense	1	1015
chr22	+	ENSG00000100335.8	MIEF1	39895437	39914137	HAVANA	protein_coding	1	18700
chr22	+	ENSG00000128272.10	ATF4	39915700	39918691	HAVANA	protein_coding	1	2991
chr22	-	ENSG00000187051.4	RPS19BP1	39925098	39928860	HAVANA	protein_coding	1	3762
chr22	+	ENSG00000100346.13	CACNA1I	39966758	40085742	HAVANA	protein_coding	1	118984
chr22	-	ENSG00000176177.9	ENTHD1	40139049	40289868	HAVANA	protein_coding	1	150819
chr22	+	ENSG00000235647.1	RP1-172B20.6	40146132	40147298	HAVANA	pseudogene	1	1166
chr22	-	ENSG00000238875.1	RN7SKP210	40270259	40270519	ENSEMBL	misc_RNA	1	260
chr22	+	ENSG00000226085.2	UQCRFS1P1	40271293	40272119	HAVANA	pseudogene	1	826
chr22	+	ENSG00000100351.12	GRAP2	40297086	40369725	HAVANA	protein_coding	1	72639
chr22	+	ENSG00000225528.1	RP3-370M22.8	40356401	40360687	HAVANA	sense_intronic	1	4286
chr22	+	ENSG00000133477.12	FAM83F	40390953	40439533	HAVANA	protein_coding	1	48580
chr22	-	ENSG00000261202.1	RP3-496C20.1	40439072	40440534	HAVANA	antisense	1	1462
chr22	+	ENSG00000100354.16	TNRC6B	40440821	40731812	HAVANA	protein_coding	1	290991
chr22	-	ENSG00000228599.1	RP6-11O7.2	40502329	40503070	HAVANA	pseudogene	1	741
chr22	+	ENSG00000239900.7	ADSL	40742507	40786467	HAVANA	protein_coding	1	43960
chr22	+	ENSG00000100359.16	SGSM3	40766595	40806293	HAVANA	protein_coding	1	39698
chr22	-	ENSG00000229999.2	RP5-1042K10.10	40768668	40784294	HAVANA	antisense	1	15626
chr22	-	ENSG00000196588.10	MKL1	40806285	41032706	HAVANA	protein_coding	1	226421
chr22	+	ENSG00000272834.1	RP5-1042K10.13	40811007	40811449	HAVANA	antisense	1	442
chr22	+	ENSG00000227413.1	RP5-1042K10.12	40829140	40829645	HAVANA	pseudogene	1	505
chr22	+	ENSG00000232564.1	RP4-591N18.2	40917804	40922711	HAVANA	antisense	1	4907
chr22	-	ENSG00000252124.1	AL031594.1	40924061	40924137	ENSEMBL	miRNA	1	76
chr22	+	ENSG00000172912.4	COX6B1P3	40965290	40965899	HAVANA	pseudogene	1	609
chr22	-	ENSG00000230071.2	RPL4P6	40982704	40984007	HAVANA	pseudogene	1	1303
chr22	-	ENSG00000231907.2	GAPDHP37	41069488	41070455	HAVANA	pseudogene	1	967
chr22	+	ENSG00000128285.4	MCHR1	41074754	41078818	HAVANA	protein_coding	1	4064
chr22	-	ENSG00000100372.10	SLC25A17	41165634	41215403	HAVANA	protein_coding	1	49769
chr22	-	ENSG00000230769.1	RP3-408N23.4	41184781	41185271	HAVANA	pseudogene	1	490
chr22	+	ENSG00000233603.1	JTBP1	41194043	41194289	HAVANA	pseudogene	1	246
chr22	-	ENSG00000266594.1	MIR4766	41209887	41209962	ENSEMBL	miRNA	1	75
chr22	-	ENSG00000100380.8	ST13	41220539	41253026	HAVANA	protein_coding	1	32487
chr22	+	ENSG00000196236.8	XPNPEP3	41253081	41363838	HAVANA	protein_coding	1	110757
chr22	-	ENSG00000172404.4	DNAJB7	41255553	41258130	HAVANA	protein_coding	1	2577
chr22	+	ENSG00000238887.1	snoU13	41310883	41310986	ENSEMBL	snoRNA	1	103
chr22	+	ENSG00000200683.1	RNU6-379P	41313747	41313850	ENSEMBL	snRNA	1	103
chr22	+	ENSG00000100387.8	RBX1	41347351	41369313	HAVANA	protein_coding	1	21962
chr22	+	ENSG00000222698.1	Y_RNA	41441501	41441595	ENSEMBL	misc_RNA	1	94
chr22	-	ENSG00000266175.1	AL080243.1	41456636	41456705	ENSEMBL	miRNA	1	69
chr22	+	ENSG00000237214.2	RP11-12M9.3	41460056	41460640	HAVANA	pseudogene	1	584
chr22	-	ENSG00000199515.1	Y_RNA	41461558	41461650	ENSEMBL	misc_RNA	1	92
chr22	-	ENSG00000213857.3	RP11-12M9.4	41470184	41471243	HAVANA	pseudogene	1	1059
chr22	+	ENSG00000100393.9	EP300	41487790	41576081	HAVANA	protein_coding	1	88291
chr22	+	ENSG00000221160.1	MIR1281	41488517	41488570	ENSEMBL	miRNA	1	53
chr22	+	ENSG00000252859.1	RNU6-375P	41564221	41564320	ENSEMBL	snRNA	1	99
chr22	-	ENSG00000232754.1	RP1-85F18.6	41565194	41579148	HAVANA	antisense	1	13954
chr22	-	ENSG00000231993.1	RP1-85F18.5	41570595	41593460	HAVANA	antisense	1	22865
chr22	-	ENSG00000215771.2	LRRC37A14P	41585731	41586192	HAVANA	pseudogene	1	461
chr22	+	ENSG00000100395.10	L3MBTL2	41601209	41627275	HAVANA	protein_coding	1	26066
chr22	-	ENSG00000235513.1	RP4-756G23.5	41605126	41613631	HAVANA	antisense	1	8505
chr22	-	ENSG00000100399.11	CHADL	41625517	41636938	HAVANA	protein_coding	1	11421
chr22	-	ENSG00000100401.15	RANGAP1	41641615	41682255	HAVANA	protein_coding	1	40640
chr22	-	ENSG00000269104.1	AL035681.1	41685388	41685686	ENSEMBL	protein_coding	1	298
chr22	+	ENSG00000100403.10	ZC3H7B	41697526	41756151	HAVANA	protein_coding	1	58625
chr22	+	ENSG00000167074.10	TEF	41763337	41795330	HAVANA	protein_coding	1	31993
chr22	-	ENSG00000199865.1	RNU6-495P	41773181	41773287	ENSEMBL	snRNA	1	106
chr22	+	ENSG00000273424.1	CTA-223H9.9	41826938	41827379	HAVANA	lincRNA	1	441
chr22	-	ENSG00000183864.4	TOB2	41829496	41843027	HAVANA	protein_coding	1	13531
chr22	-	ENSG00000100410.3	PHF5A	41855721	41864729	HAVANA	protein_coding	1	9008
chr22	+	ENSG00000100412.11	ACO2	41865129	41924993	HAVANA	protein_coding	1	59864
chr22	-	ENSG00000100413.12	POLR3H	41921808	41940610	HAVANA	protein_coding	1	18802
chr22	+	ENSG00000172346.10	CSDC2	41956767	41973745	HAVANA	protein_coding	1	16978
chr22	-	ENSG00000100417.7	PMM1	41972898	41985894	HAVANA	protein_coding	1	12996
chr22	-	ENSG00000100418.7	DESI1	41994032	42017100	HAVANA	protein_coding	1	23068
chr22	+	ENSG00000196419.8	XRCC6	42017123	42060044	HAVANA	protein_coding	1	42921
chr22	-	ENSG00000200332.1	Y_RNA	42044093	42044194	ENSEMBL	misc_RNA	1	101
chr22	-	ENSG00000100138.9	NHP2L1	42069934	42086508	HAVANA	protein_coding	1	16574
chr22	+	ENSG00000207457.1	RNU6-476P	42075715	42075821	ENSEMBL	snRNA	1	106
chr22	+	ENSG00000184208.10	C22orf46	42084943	42094140	HAVANA	protein_coding	1	9197
chr22	+	ENSG00000255782.1	Z83840.1	42090191	42092048	ENSEMBL	pseudogene	1	1857
chr22	+	ENSG00000167077.8	MEI1	42095503	42195460	HAVANA	protein_coding	1	99957
chr22	-	ENSG00000231261.1	HMGN2P10	42105229	42105493	HAVANA	pseudogene	1	264
chr22	-	ENSG00000252603.1	RNU6ATAC22P	42118047	42118135	ENSEMBL	snRNA	1	88
chr22	+	ENSG00000206813.1	Y_RNA	42143316	42143417	ENSEMBL	misc_RNA	1	101
chr22	+	ENSG00000100147.9	CCDC134	42196683	42222303	HAVANA	protein_coding	1	25620
chr22	-	ENSG00000184068.2	RP5-821D11.7	42227219	42230669	HAVANA	antisense	1	3450
chr22	+	ENSG00000198911.7	SREBF2	42229109	42303312	HAVANA	protein_coding	1	74203
chr22	+	ENSG00000207932.1	MIR33A	42296948	42297016	ENSEMBL	miRNA	1	68
chr22	-	ENSG00000234965.1	SHISA8	42307297	42310570	HAVANA	protein_coding	1	3273
chr22	-	ENSG00000260655.1	CTA-250D10.23	42318027	42319104	HAVANA	lincRNA	1	1077
chr22	-	ENSG00000263463.1	MIR378I	42319226	42319301	ENSEMBL	miRNA	1	75
chr22	-	ENSG00000159958.3	TNFRSF13C	42321045	42322822	HAVANA	protein_coding	1	1777
chr22	-	ENSG00000100162.10	CENPM	42334725	42343168	HAVANA	protein_coding	1	8443
chr22	+	ENSG00000205704.5	LINC00634	42348169	42354937	HAVANA	pseudogene	1	6768
chr22	+	ENSG00000100167.15	SEPT3	42372276	42394225	HAVANA	protein_coding	1	21949
chr22	-	ENSG00000224883.1	CTA-250D10.19	42377308	42378221	HAVANA	antisense	1	913
chr22	+	ENSG00000183066.10	WBP2NL	42394729	42454460	HAVANA	protein_coding	1	59731
chr22	-	ENSG00000215347.3	SLC25A5P1	42397073	42397970	HAVANA	pseudogene	1	897
chr22	-	ENSG00000198951.7	NAGA	42454358	42466846	HAVANA	protein_coding	1	12488
chr22	+	ENSG00000177096.4	FAM109B	42470255	42475445	HAVANA	protein_coding	1	5190
chr22	-	ENSG00000238498.1	snoU13	42472062	42472165	ENSEMBL	snoRNA	1	103
chr22	+	ENSG00000183172.8	SMDT1	42475695	42480288	HAVANA	protein_coding	1	4593
chr22	-	ENSG00000184983.5	NDUFA6	42481529	42486959	HAVANA	protein_coding	1	5430
chr22	-	ENSG00000270083.1	RP1-257I20.14	42485634	42486032	HAVANA	sense_intronic	1	398
chr22	+	ENSG00000237037.5	NDUFA6-AS1	42486935	42535286	HAVANA	processed_transcript	1	48351
chr22	-	ENSG00000213790.2	OLA1P1	42503769	42504957	HAVANA	pseudogene	1	1188
chr22	-	ENSG00000100197.16	CYP2D6	42522501	42526908	HAVANA	protein_coding	1	4407
chr22	+	ENSG00000227370.1	RP4-669P10.19	42528550	42529005	HAVANA	pseudogene	1	455
chr22	-	ENSG00000232710.1	RP4-669P10.16	42532442	42535938	HAVANA	sense_intronic	1	3496
chr22	-	ENSG00000205702.6	CYP2D7P1	42536214	42540576	HAVANA	polymorphic_pseudogene	1	4362
chr22	-	ENSG00000226450.2	CYP2D8P1	42545877	42551007	HAVANA	pseudogene	1	5130
chr22	-	ENSG00000100207.14	TCF20	42556019	42739622	HAVANA	protein_coding	1	183603
chr22	+	ENSG00000182057.4	Z83851.3	42665759	42671202	HAVANA	lincRNA	1	5443
chr22	+	ENSG00000233903.2	Z83851.4	42672361	42673058	HAVANA	lincRNA	1	697
chr22	+	ENSG00000273366.1	CTA-989H11.1	42674194	42674852	HAVANA	lincRNA	1	658
chr22	-	ENSG00000229891.1	Z83851.1	42760406	42765242	HAVANA	lincRNA	1	4836
chr22	-	ENSG00000235568.2	NFAM1	42776416	42828401	HAVANA	protein_coding	1	51985
chr22	+	ENSG00000230107.1	CTA-126B4.7	42834029	42842201	HAVANA	lincRNA	1	8172
chr22	+	ENSG00000172250.10	SERHL	42896585	42908566	HAVANA	processed_transcript	1	11981
chr22	-	ENSG00000189306.6	RRP7A	42905974	42915808	HAVANA	protein_coding	1	9834
chr22	-	ENSG00000265106.1	Z93241.1	42948194	42948279	ENSEMBL	miRNA	1	85
chr22	+	ENSG00000183569.13	SERHL2	42949623	42970388	HAVANA	protein_coding	1	20765
chr22	-	ENSG00000182841.8	RRP7B	42951229	42978044	HAVANA	pseudogene	1	26815
chr22	-	ENSG00000202058.1	RN7SKP80	42961054	42961336	ENSEMBL	misc_RNA	1	282
chr22	-	ENSG00000251913.1	RNU6-513P	42965153	42965256	ENSEMBL	snRNA	1	103
chr22	-	ENSG00000100227.13	POLDIP3	42979727	43010968	HAVANA	protein_coding	1	31241
chr22	+	ENSG00000270022.2	RNU12	43011250	43011913	HAVANA	lincRNA	1	663
chr22	-	ENSG00000100243.16	CYB5R3	43013846	43045574	HAVANA	protein_coding	1	31728
chr22	-	ENSG00000249222.1	ATP5L2	43035809	43036607	HAVANA	protein_coding	1	798
chr22	-	ENSG00000128274.11	A4GALT	43088127	43117304	HAVANA	protein_coding	1	29177
chr22	-	ENSG00000200448.1	Y_RNA	43158866	43158965	ENSEMBL	misc_RNA	1	99
chr22	-	ENSG00000234009.1	RPL5P34	43172412	43173302	HAVANA	pseudogene	1	890
chr22	+	ENSG00000229608.1	GOLGA2P4	43180468	43183106	HAVANA	pseudogene	1	2638
chr22	-	ENSG00000242247.6	ARFGAP3	43192508	43254112	HAVANA	protein_coding	1	61604
chr22	-	ENSG00000100266.13	PACSIN2	43231418	43411151	HAVANA	protein_coding	1	179733
chr22	-	ENSG00000226989.1	AL049758.2	43249409	43249805	HAVANA	pseudogene	1	396
chr22	+	ENSG00000230319.1	AL022476.2	43434591	43448372	HAVANA	antisense	1	13781
chr22	-	ENSG00000100271.12	TTLL1	43435522	43485434	HAVANA	protein_coding	1	49912
chr22	+	ENSG00000234735.1	AL022237.3	43488173	43488530	HAVANA	pseudogene	1	357
